dataset,z_ini,z_fin,x_ini,x_fin,y_ini,y_fin,voidmean,rockmedian,sigla_campo,bacia,condition,formacao,direcao_amostra,klinkenberg,codigo_facies,permeabilidade_longitudinal_m_d,porosidade_perc,log_pixelquadrado,cod_8cl,cod_10cl,reservatorio,classperm,classporo,log_perm,quantiles4,quantiles5,quantiles10
/data/STAT10A_637900_SUJA_AL_31000nm.nc,100,1352,233,1076,215,1058,4161.248967,7056.561929,,SANTOS,SUJA,,,,,,,,,,,,,," 4712.,10798.,11221.,11632.,58668."," 4712.,10692.,11063.,11376.,11732.,58668."," 4712.,10405.,10692.,10893.,11063.,11221.,11376.,11541.,11732.,11994.,
 58668."
/data/BUZ3_557690_SUJA_AL_22100nm.nc,70,1222,191,900,194,903,2218.600829,3558.748416,BUZ,SANTOS,SUJA,BVE,,,,,,,,,,,,," 1652., 5405., 5731., 5977.,62172."," 1652., 5305., 5622., 5829., 6032.,62172."," 1652., 5007., 5305., 5488., 5622., 5731., 5829., 5926., 6032., 6169.,
 62172."
/data/RJS742A_562200_LIMPA_AL_14480nm.nc,260,1496,350,1438,370,1458,5042.47046,2445.070677,MRO,SANTOS,LIMPA,ITP,,,,,,,,,,,,," 3356., 7197., 7444., 7661.,49860."," 3356., 7122., 7357., 7527., 7714.,49860."," 3356., 6816., 7122., 7257., 7357., 7444., 7527., 7614., 7714., 7851.,
 49860."
/data/SRR5_V018863H_LIMPA_P_45110nm.nc,135,1546,178,734,184,740,6804.066748,12849.86041,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,1.15,15.9,-6.927234064,LMT,LMT,LPQHPR,LPQ,HPR,0.06069784," 9977.,19263.,19672.,20082.,46368."," 9977.,19161.,19519.,19826.,20185.,46368."," 9977.,18892.,19161.,19354.,19519.,19672.,19826.,19990.,20185.,20459.,
 46368."
/data/MLS126D_E9850H_LIMPA_P_36235nm.nc,80,1498,202,931,189,918,7170.424616,10170.60217,MLS,CAMPOS(M),LIMPA,QM,IH1,TRUE,,,,,,,,,,," 6881.,16780.,17296.,17786.,62439."," 6881.,16642.,17107.,17481.,17908.,62439."," 6881.,16245.,16642.,16899.,17107.,17296.,17481.,17678.,17908.,18231.,
 62439."
/data/RJS731_V011335H_LIMPA_P_42490nm.nc,90,1471,172,783,162,773,4356.246355,4199.564257,MRO,SANTOS,ANTES,ITP,VH1,TRUE,RDS,2493,22.5,-3.621170271,RDS,RDS,HPQHPR,HPQ,HPR,3.396722279," 2931., 7701., 8701., 9124.,58434."," 2931., 7305., 8445., 8885., 9207.,58434."," 2931., 6200., 7305., 8016., 8445., 8701., 8885., 9045., 9207., 9410.,
 58434."
/data/RJS731_V011335H_ANTES_P_38330nm.nc,75,1611,181,864,183,866,4469.84643,4337.778551,MRO,SANTOS,ANTES,ITP,VH1,TRUE,RDS,2493,22.5,-3.628433435,RDS,RDS,HPQHPR,HPQ,HPR,3.396722279," 3243., 7829., 8836., 9135.,58001."," 3243., 7395., 8611., 8973., 9190.,58001."," 3243., 6209., 7395., 8169., 8611., 8836., 8973., 9083., 9190., 9321.,
 58001."
/data/ANP2_F2794H_LIMPA_P_42507nm.nc,125,1673,225,833,179,787,2254.883482,2776.535866,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,173,22.3,-4.775918633,RDS,RDS,HPQHPR,HPQ,HPR,2.238046103," 1455., 4649., 5038., 5267.,39015."," 1455., 4475., 4925., 5132., 5316.,39015."," 1455., 3737., 4475., 4767., 4925., 5038., 5132., 5221., 5316., 5439.,
 39015."
/data/3RJS731RJ_V011252H_LIMPA_P_40330nm.nc,75,1537,177,821,189,833,4859.032556,3610.568641,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,0.729,8.4,-7.155537318,RDS,RDS,LPQHPR,LPQ,HPR,-0.137272472," 2136., 8153., 8578., 8852.,53103."," 2136., 7933., 8454., 8687., 8914.,53103."," 2136., 6691., 7933., 8284., 8454., 8578., 8687., 8794., 8914., 9074.,
 53103."
/data/LL007_F7837H_LIMPA_P_38500nm.nc,40,1542,178,854,198,874,4343.527468,3293.65145,TUP,SANTOS,LIMPA,BVE,VH1,TRUE,GST,1.1,9.3,-6.978658833,GST,GST,LPQHPR,LPQ,HPR,0.041392685," 2483., 7429., 7714., 7982.,63724."," 2483., 7354., 7610., 7816., 8047.,63724."," 2483., 7138., 7354., 7495., 7610., 7714., 7816., 7923., 8047., 8224.,
 63724."
/data/PPT03DA_P8574_SUJA_P_28641nm.nc,75,1497,271,1117,255,1101,10928.27624,1500.900059,PPT,CAMPOS(M),SUJA,RO,VH1,FALSE,,,,,,,,,,," 9814.,11997.,12424.,12645.,64090."," 9814.,11891.,12272.,12531.,12686.,64090."," 9814.,11644.,11891.,12095.,12272.,12424.,12531.,12608.,12686.,12828.,
 64090."
/data/CRT49_T010076H_LIMPA_P_44058nm.nc,40,986,159,747,156,744,1942.291909,4585.941013,CRT,CAMPOS(M),LIMPA,MCB,VH1,TRUE,DOL,18.1,13.2,-5.758362302,DOL,DOL,HPQHPR,HPQ,HPR,1.257678575," 1340., 6131., 6544., 6848.,20521."," 1340., 5989., 6409., 6665., 6916.,20521."," 1340., 5484., 5989., 6241., 6409., 6544., 6665., 6785., 6916., 7089.,
 20521."
/data/SPS100_F7889H_ANTES_P_41659nm.nc,110,1511,189,809,187,807,2427.823922,3797.71725,LPA,SANTOS,ANTES,BVE,VH1,TRUE,ETR,719,16.2,-4.156708837,ETR,ETR,HPQHPR,HPQ,HPR,2.85672889,"    0., 5836., 6295., 6492.,62933.","    0., 5568., 6184., 6380., 6532.,62933.","    0., 4554., 5568., 6000., 6184., 6295., 6380., 6455., 6532., 6628.,
 62933."
/data/ANP2_F2689H_ANTES_P_41240nm.nc,60,1599,167,799,186,818,2576.64294,3275.578197,MRO,SANTOS,ANTES,BVE,VH1,TRUE,GST,49.6,17.4,-5.32582646,GST,GST,HPQHPR,HPQ,HPR,1.695481676," 2262., 5614., 5897., 6121.,56523."," 2262., 5523., 5802., 5984., 6174.,56523."," 2262., 5204., 5523., 5687., 5802., 5897., 5984., 6073., 6174., 6310.,
 56523."
/data/RJS731_V011292V_LIMPA_P_38900nm.nc,110,1527,142,669,147,674,1639.414912,5134.355657,MRO,SANTOS,LIMPA,ITP,VV1,TRUE,,134,12.6,-4.685652302,,,HPQHPR,HPQ,HPR,2.127104798," 1029., 6031., 6747., 6990.,63453."," 1029., 5620., 6599., 6852., 7038.,63453."," 1029., 3857., 5620., 6304., 6599., 6747., 6852., 6944., 7038., 7159.,
 63453."
/data/SPS74_519500_LIMPA_AL_32323nm.nc,35,965,155,641,154,640,10503.11861,3427.419017,LPA,SANTOS,LIMPA,BVE,,,,,,,,,,,,,"    0.,13599.,13867.,14074.,62898.","    0.,13516.,13776.,13949.,14121.,62898.","    0.,13245.,13516.,13667.,13776.,13867.,13949.,14030.,14121.,14255.,
 62898."
/data/LL30_V010473H_LIMPA_P_42000nm.nc,80,1422,167,786,158,777,2611.143322,5010.041659,TUP,SANTOS,LIMPA,,VH1,TRUE,ETR,0.185,6.7,-7.751944818,ETR,ETR,LPQHPR,LPQ,HPR,-0.732828272," 3640., 7327., 7627., 7921.,55997."," 3640., 7251., 7515., 7738., 7994.,55997."," 3640., 7049., 7251., 7394., 7515., 7627., 7738., 7856., 7994., 8185.,
 55997."
/data/RJS656_550100_LIMPA_AL_17688nm.nc,70,1328,278,1193,270,1185,4743.137706,4362.787314,SRR,SANTOS,LIMPA,BVE,,,,,,,,,,,,," 3673., 8532., 8977., 9417.,61916."," 3673., 8420., 8811., 9143., 9525.,61916."," 3673., 8122., 8420., 8632., 8811., 8977., 9143., 9319., 9525., 9812.,
 61916."
/data/RJS682A_F3148H_LIMPA_P_40315nm.nc,200,1561,172,805,180,813,18752.1649,2770.538567,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,GST,6.21,13.8,-6.209885815,GST,GST,LPQHPR,LPQ,HPR,0.7930916,"18265.,21319.,21563.,21761.,60651.","18265.,21246.,21479.,21641.,21806.,60651.","18265.,21014.,21246.,21379.,21479.,21563.,21641.,21719.,21806.,21919.,
 60651."
/data/RJS757D_636060_SUJA_AL_34752nm.nc,130,1288,235,980,236,981,4250.290606,6663.558328,,CAMPOS(M),SUJA,,,,,,,,,,,,,," 3469.,10740.,11046.,11400.,55241."," 3469.,10666.,10929.,11168.,11512.,55241."," 3469.,10462.,10666.,10807.,10929.,11046.,11168.,11311.,11512.,12055.,
 55241."
/data/BUZ43_590120_LIMPA_AL_29000nm.nc,220,1235,253,1153,263,1163,3148.488712,4296.443821,BUZ,SANTOS,LIMPA,ITP,,,GST,1.44,14.2,-6.86415519,GST,GST,LPQHPR,LPQ,HPR,0.158362492," 2353., 7113., 7422., 7703.,60404."," 2353., 7028., 7311., 7530., 7771.,60404."," 2353., 6775., 7028., 7185., 7311., 7422., 7530., 7642., 7771., 7945.,
 60404."
/data/SPS74_F2894H_LIMPA_P_40787nm.nc,150,1478,179,800,178,799,2209.287881,5036.911388,LPA,SANTOS,LIMPA,BVE,VH1,TRUE,GST,0.008,5,-9.093373406,GST,GST,LPQLPR,LPQ,LPR,-2.096910013," 2641., 6973., 7244., 7513.,65335."," 2641., 6905., 7142., 7345., 7580.,65335."," 2641., 6722., 6905., 7034., 7142., 7244., 7345., 7453., 7580., 7758.,
 65335."
/data/RJS749D_T012406H_LIMPA_P_58500nm.nc,70,1050,137,573,130,566,2443.436707,5030.313489,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 2465., 6847., 7453., 7745.,59430."," 2465., 6576., 7293., 7577., 7803.,59430."," 2465., 5472., 6576., 7042., 7293., 7453., 7577., 7689., 7803., 7946.,
 59430."
/data/BUZ33_T012932H_LIMPA_P_49050nm.nc,60,1653,151,673,150,672,3890.535262,6039.166736,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,PKS,6.09,10.6,-6.221238404,PKS,PKS,LPQHPR,LPQ,HPR,0.784617293," 4529., 9606., 9960.,10237.,65335."," 4529., 9506., 9837.,10072.,10297.,65335."," 4529., 9216., 9506., 9692., 9837., 9960.,10072.,10181.,10297.,10445.,
 65335."
/data/SPS77A_T0104H_LIMPA_P_38300nm.nc,70,1587,202,881,201,880,7194.0626,10343.88639,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,,,,,,,,,,," 8567.,17213.,17759.,18288.,39488."," 8567.,17073.,17556.,17959.,18417.,39488."," 8567.,16692.,17073.,17337.,17556.,17759.,17959.,18171.,18417.,18758.,
 39488."
/data/LL71D_516800_LIMPA_AL_17160nm.nc,175,1218,263,1201,279,1217,3987.812434,3269.318771,TUP,SANTOS,LIMPA,,,,,,,,,,,,,," 3671., 6952., 7205., 7452.,54988."," 3671., 6888., 7111., 7298., 7514.,54988."," 3671., 6716., 6888., 7009., 7111., 7205., 7298., 7397., 7514., 7676.,
 54988."
/data/BUZ4_V013718H_SUJA_P_41710nm.nc,45,1406,193,815,185,807,1940.638587,4350.70737,BUZ,SANTOS,SUJA,BVE,VH1,TRUE,,85.66,17.8,-5.084519746,,,HPQHPR,HPQ,HPR,1.93277807," 1758., 5914., 6303., 6586.,63579."," 1758., 5783., 6176., 6417., 6647.,63579."," 1758., 5339., 5783., 6017., 6176., 6303., 6417., 6528., 6647., 6797.,
 63579."
/data/AB125_P9104_LIMPA_P_33301nm.nc,155,1417,206,984,212,990,3954.716089,3806.142137,AB,CAMPOS(M),LIMPA,MCB,VH1,FALSE,,,,,,,,,,," 2722., 7378., 7830., 8287.,36495."," 2722., 7268., 7659., 8002., 8399.,36495."," 2722., 6975., 7268., 7478., 7659., 7830., 8002., 8186., 8399., 8688.,
 36495."
/data/RJS731_V011333H_LIMPA_P_38900nm.nc,80,1690,206,879,176,849,3652.361611,4760.922627,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,45.4,17.6,-5.368110145,RDS,RDS,HPQHPR,HPQ,HPR,1.657055853," 2959., 7658., 8382., 8659.,59092."," 2959., 7284., 8218., 8501., 8715.,59092."," 2959., 6068., 7284., 7920., 8218., 8382., 8501., 8607., 8715., 8850.,
 59092."
/data/ESS172_E7750V_LIMPA_P_24062nm.nc,205,1509,286,1379,272,1365,4900.167694,3908.077758,CXR,CAMPOS(M),LIMPA,,VV1,TRUE,,94.4,9.8,-5.054168442,,,HPQHPR,HPQ,HPR,1.974971994," 1910., 8493., 8782., 8980.,57360."," 1910., 8366., 8693., 8861., 9025.,57360."," 1910., 7466., 8366., 8576., 8693., 8782., 8861., 8939., 9025., 9138.,
 57360."
/data/BR69DA_T011223H_LIMPA_P_49610nm.nc,70,1372,181,689,190,698,1914.336937,5919.686139,BR,CAMPOS(M),LIMPA,MCB,IH1,FALSE,,,,,,,,,,," 2214., 7414., 7878., 8179.,65108."," 2214., 7261., 7731., 8002., 8243.,65108."," 2214., 6751., 7261., 7538., 7731., 7878., 8002., 8119., 8243., 8398.,
 65108."
/data/BUZ43_585700_SUJA_AL_28800nm.nc,144,1272,260,1173,267,1180,3071.873101,4157.786711,BUZ,SANTOS,SUJA,BVE,,,GST,1.28,12.5,-6.921753228,GST,GST,LPQHPR,LPQ,HPR,0.10720997," 2896., 6944., 7251., 7530.,60383."," 2896., 6862., 7140., 7358., 7596.,60383."," 2896., 6629., 6862., 7015., 7140., 7251., 7358., 7469., 7596., 7766.,
 60383."
/data/BUZ43_576650_LIMPA_AL_29000nm.nc,230,1320,241,1144,243,1146,7170.899609,3907.663396,BUZ,SANTOS,LIMPA,BVE,,,ETR,8,17.5,-6.122318177,ETR,ETR,LPQHPR,LPQ,HPR,0.903089987,"    0.,10711.,11064.,11413.,61659.","    0.,10617.,10935.,11193.,11505.,61659.","    0.,10349.,10617.,10793.,10935.,11064.,11193.,11333.,11505.,11786.,
 61659."
/data/SPS77A_F5507H_SUJA_P_41100nm.nc,580,2013,212,838,174,800,5697.200563,12810.6976,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 6941.,17800.,18625.,19276.,65535."," 6941.,17547.,18343.,18884.,19421.,65535."," 6941.,16712.,17547.,18007.,18343.,18625.,18884.,19141.,19421.,19778.,
 65535."
/data/RJS698_F8723H_LIMPA_P_37148nm.nc,65,1457,196,898,191,893,2868.836787,3785.542,STUP,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,112,14.9,-4.972563742,ETR,ETR,HPQHPR,HPQ,HPR,2.049218023," 1955., 6225., 6659., 7016.,65335."," 1955., 6097., 6508., 6800., 7097.,65335."," 1955., 5699., 6097., 6331., 6508., 6659., 6800., 6941., 7097., 7300.,
 65335."
/data/RJS749_T012372H_LIMPA_P_58500nm.nc,60,598,123,557,126,560,1600.383467,5168.046942,MRO,SANTOS,LIMPA,BVE,IH1,TRUE,,,,,,,,,,," 1574., 6185., 6739., 7034.,53506."," 1574., 5914., 6587., 6862., 7094.,53506."," 1574., 4755., 5914., 6361., 6587., 6739., 6862., 6976., 7094., 7243.,
 53506."
/data/SPS82A_F3577H_LIMPA_P_35531nm.nc,75,1533,234,972,202,940,15603.52889,2440.581839,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,GST,25.8,15.5,-5.614944546,GST,GST,HPQHPR,HPQ,HPR,1.411619706,"14423.,17763.,18114.,18394.,63454.","14423.,17657.,17994.,18224.,18458.,63454.","14423.,17330.,17657.,17851.,17994.,18114.,18224.,18335.,18458.,18621.,
 63454."
/data/RJS757D_679520_SUJA_AL_34740nm.nc,100,1569,217,968,212,963,2477.214172,4206.120556,,CAMPOS(M),SUJA,,,,,,,,,,,,,," 1885., 6364., 6703., 7123.,16318."," 1885., 6291., 6566., 6853., 7234.,16318."," 1885., 6105., 6291., 6433., 6566., 6703., 6853., 7025., 7234., 7537.,
 16318."
/data/RJS709_F9883H_LIMPA_P_38500nm.nc,80,1491,187,857,182,852,2358.630758,3630.272569,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,GST,72.8,14.8,-5.150176352,GST,GST,HPQHPR,HPQ,HPR,1.862131379," 1386., 5632., 6004., 6317.,65335."," 1386., 5523., 5874., 6126., 6390.,65335."," 1386., 5183., 5523., 5722., 5874., 6004., 6126., 6251., 6390., 6576.,
 65335."
/data/ESS227D_749520_SUJA_AL_34430nm.nc,280,1508,224,979,220,975,4892.785852,2797.400665,,ESPÍRITO SANTO(M,SUJA,,,,,,,,,,,,,," 4529., 7506., 7712., 7917.,58665."," 4529., 7451., 7637., 7787., 7972.,58665."," 4529., 7292., 7451., 7554., 7637., 7712., 7787., 7869., 7972., 8138.,
 58665."
/data/BUZ7_V015702H_LIMPA_P_35725nm.nc,120,1595,223,922,220,919,2713.016869,3661.327879,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,560,10.9,-4.235947467,ETR,ETR,HPQHPR,HPQ,HPR,2.748188027,"  777., 5969., 6491., 6849.,59806.","  777., 5785., 6325., 6636., 6926.,59806.","  777., 5039., 5785., 6110., 6325., 6491., 6636., 6776., 6926., 7122.,
 59806."
/data/RJS749D_T012444H_LIMPA_P_54950nm.nc,115,1593,136,602,131,597,3345.467366,5627.56856,MRO,SANTOS,ANTES,BVE,IH1,TRUE,,,,,,,,,,," 3091., 8640., 8978., 9222.,61355."," 3091., 8498., 8872., 9073., 9281.,61355."," 3091., 6977., 8498., 8736., 8872., 8978., 9073., 9170., 9281., 9443.,
 61355."
/data/RJS749D_T012444H_ANTES_P_58500nm.nc,260,1599,159,595,158,594,2562.650113,5637.955956,MRO,SANTOS,ANTES,BVE,IH1,TRUE,,,,,,,,,,," 2701., 7916., 8194., 8349.,65335."," 2701., 7769., 8120., 8256., 8386.,65335."," 2701., 6286., 7769., 8008., 8120., 8194., 8256., 8317., 8386., 8495.,
 65335."
/data/RJS709_F9945H_LIMPA_P_35011nm.nc,16,1390,193,941,189,937,2384.942267,4136.734687,BUZ,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,209,16,-4.705302608,LMT,LMT,HPQHPR,HPQ,HPR,2.320146286," 1606., 6068., 6537., 6911.,63114."," 1606., 5919., 6377., 6686., 6992.,63114."," 1606., 5400., 5919., 6187., 6377., 6537., 6686., 6834., 6992., 7186.,
 63114."
/data/3RJS731RJ_V011284H_LIMPA_P_40330nm.nc,80,1512,180,826,185,831,3116.024413,4148.321114,MRO,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,0.002,7.1,-9.719928151,RDS,RDS,LPQHPR,LPQ,HPR,-2.698970004," 1385., 6833., 7348., 7672.,61075."," 1385., 6639., 7196., 7479., 7745.,61075."," 1385., 5993., 6639., 6984., 7196., 7348., 7479., 7606., 7745., 7931.,
 61075."
/data/SPS77A_F4758H_LIMPA_P_30815nm.nc,40,1543,200,1046,217,1063,2465.243266,3862.147699,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,176,12.7,-4.77598907,ESF,ESF,HPQHPR,HPQ,HPR,2.245512668," 1907., 5764., 6296., 6645.,46468."," 1907., 5534., 6143., 6430., 6733.,46468."," 1907., 4754., 5534., 5927., 6143., 6296., 6430., 6568., 6733., 6947.,
 46468."
/data/SPS77A_F4758H_LIMPA_P_30930nm.nc,35,1591,216,1065,211,1060,3975.977749,3876.829056,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,176,12.7,-4.78229922,ESF,ESF,HPQHPR,HPQ,HPR,2.245512668," 3086., 7265., 7833., 8224.,48749."," 3086., 7035., 7661., 7986., 8315.,48749."," 3086., 6260., 7035., 7431., 7661., 7833., 7986., 8141., 8315., 8537.,
 48749."
/data/SPS77A_F6307H_SUJA_P_43830nm.nc,55,1405,193,768,219,794,8808.176521,16321.57058,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 9163.,23693.,25282.,26289.,65535."," 9163.,23169.,24784.,25699.,26501.,65535."," 9163.,21582.,23169.,24123.,24784.,25282.,25699.,26090.,26501.,27025.,
 65535."
/data/MA0026DRJS_P3974V_LIMPA_P_34555nm.nc,188,1014,202,970,195,963,20525.66478,1422.688544,MA,CAMPOS(M),LIMPA,CRP,,,,,,,,,,,,,"18430.,21523.,21788.,22031.,45943.","18430.,21452.,21692.,21880.,22091.,45943.","18430.,21263.,21452.,21585.,21692.,21788.,21880.,21977.,22091.,22259.,
 45943."
/data/AB125_P9128_LIMPA_P_33852nm.nc,140,1456,210,972,209,971,4986.534464,4926.008218,AB,CAMPOS(M),LIMPA,MCB,VH1,TRUE,DOL,71.1,30.1,-5.160445673,DOL,DOL,HPQHPR,HPQ,HPR,1.851869601," 2799., 9480.,10000.,10530.,60105."," 2799., 9346., 9807.,10196.,10667.,60105."," 2799., 8960., 9346., 9598., 9807.,10000.,10196.,10409.,10667.,11045.,
 60105."
/data/RJS753_308690_LIMPA_AL_28000nm.nc,176,1210,260,1194,257,1191,3248.619408,4569.326161,,CAMPOS(M),LIMPA,,,,,0.042,13.8,-8.400997192,,,LPQHPR,LPQ,HPR,-1.37675071," 1335., 7298., 7812., 8313.,50216."," 1335., 7167., 7621., 8001., 8436.,50216."," 1335., 6808., 7167., 7414., 7621., 7812., 8001., 8202., 8436., 8755.,
 50216."
/data/RJS683A_F7948H_LIMPA_P_38135nm.nc,35,1629,214,894,191,871,4202.374277,3332.901887,A559,SANTOS,LIMPA,,VH1,TRUE,GST,13.4,4,-5.889797196,GST,GST,HPQLPR,HPQ,LPR,1.127104798," 2890., 7169., 7498., 7864.,60572."," 2890., 7111., 7349., 7656., 7930.,60572."," 2890., 6970., 7111., 7226., 7349., 7498., 7656., 7798., 7930., 8079.,
 60572."
/data/ATP01_V017255H_LIMPA_P_57575nm.nc,185,1608,138,585,126,573,2352.727743,3636.75775,ATP,SANTOS,LIMPA,BVE,VH1,TRUE,,719,10.5,-4.153590716,,,HPQHPR,HPQ,HPR,2.85672889,"    0., 5658., 6026., 6237.,62521.","    0., 5516., 5919., 6113., 6284.,62521.","    0., 4934., 5516., 5766., 5919., 6026., 6113., 6195., 6284., 6414.,
 62521."
/data/MRL231DA_O010686H_LIMPA_P_46000nm.nc,100,1433,186,743,186,743,12910.19843,3347.480625,MRL,CAMPOS(M),LIMPA,MCB,VH1,TRUE,,62.96,15.6,-5.207398002,,,HPQHPR,HPQ,HPR,1.799064719," 4444.,15809.,16267.,16678.,60882."," 4444.,15685.,16104.,16426.,16770.,60882."," 4444.,15366.,15685.,15918.,16104.,16267.,16426.,16591.,16770.,17002.,
 60882."
/data/SPS77A_F5151H_LIMPA_P_41580nm.nc,140,1626,166,782,174,790,2934.320388,4421.472585,SPH,SANTOS,LIMPA,BVE,VH2,TRUE,DOL,89.8,11.3,-5.052890725,DOL,DOL,HPQHPR,HPQ,HPR,1.953276337," 3016., 6925., 7340., 7675.,60369."," 3016., 6803., 7197., 7473., 7752.,60369."," 3016., 6440., 6803., 7027., 7197., 7340., 7473., 7605., 7752., 7948.,
 60369."
/data/SPS106_649070_LIMPA_AL_32000nm.nc,230,1538,237,1053,266,1082,3493.249006,5200.760558,,SANTOS,LIMPA,,,,,,,,,,,,,," 4790., 8313., 8678., 9023.,22559."," 4790., 8219., 8544., 8810., 9105.,22559."," 4790., 7960., 8219., 8397., 8544., 8678., 8810., 8947., 9105., 9319.,
 22559."
/data/SRR5_V018760H_LIMPA_P_44000nm.nc,155,1573,163,746,166,749,4359.307955,6990.058281,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,LMT,0.455,11.4,-7.349467733,LMT,LMT,LPQHPR,LPQ,HPR,-0.341988603," 4770.,11079.,11357.,11646.,55418."," 4770.,11011.,11252.,11464.,11720.,55418."," 4770.,10826.,11011.,11141.,11252.,11357.,11464.,11580.,11720.,11918.,
 55418."
/data/SPS77A_F6313H_SUJA_P_43830nm.nc,60,1275,235,810,221,796,5164.637094,8098.243921,SPH,SANTOS,SUJA,BVE,,,,,,,,,,,,," 4083.,12703.,13315.,13783.,65535."," 4083.,12516.,13107.,13503.,13884.,65535."," 4083.,11915.,12516.,12857.,13107.,13315.,13503.,13687.,13884.,14132.,
 65535."
/data/SPS77A_F5444H_LIMPA_P_27499nm.nc,28,1411,232,1176,240,1184,3112.353836,4327.606812,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,ETR,2480,21.8,-3.623362777,ETR,ETR,HPQHPR,HPQ,HPR,3.394451681," 1528., 6421., 7501., 8013.,54062."," 1528., 5999., 7192., 7732., 8104.,54062."," 1528., 4621., 5999., 6739., 7192., 7501., 7732., 7923., 8104., 8317.,
 54062."
/data/SPS77A_F5658H_LIMPA_P_33055nm.nc,165,1632,212,975,213,976,5323.992654,5046.209016,SPH,SANTOS,LIMPA,BVE,VH1,TRUE,,,,,,,,,,," 4837.,10072.,10394.,10679.,27425."," 4837., 9987.,10277.,10505.,10745.,27425."," 4837., 9759., 9987.,10147.,10277.,10394.,10505.,10618.,10745.,10914.,
 27425."
/data/BUZ44_555430_SUJA_AL_34310nm.nc,465,1699,241,987,244,990,4458.430368,3804.759008,BUZ,SANTOS,SUJA,BVE,,,,12.1,7.1,-5.922770388,,,HPQHPR,HPQ,HPR,1.08278537," 2817., 7994., 8260., 8505.,55449."," 2817., 7921., 8165., 8353., 8564.,55449."," 2817., 7695., 7921., 8057., 8165., 8260., 8353., 8451., 8564., 8724.,
 55449."
/data/SRR5_V018772H_LIMPA_P_43360nm.nc,155,1314,163,758,171,766,2003.339819,8327.770181,SRR,SANTOS,LIMPA,BVE,VH1,TRUE,ESF,0.919,7.7,-7.049133634,ESF,ESF,LPQHPR,LPQ,HPR,-0.036684489," 2694., 9880.,10304.,10650.,65335."," 2694., 9734.,10161.,10437.,10733.,65335."," 2694., 9132., 9734., 9990.,10161.,10304.,10437.,10575.,10733.,10953.,
 65335."
/data/RJS752_599500_LIMPA_AL_15000nm.nc,294,1705,307,1381,283,1357,5075.606699,3752.285311,,SANTOS,LIMPA,,,,,,,,,,,,,," 5514., 8488., 8838., 9195.,63932."," 5514., 8401., 8706., 8971., 9286.,63932."," 5514., 8174., 8401., 8566., 8706., 8838., 8971., 9115., 9286., 9535.,
 63932."
/data/RJS752_598100_LIMPA_AL_15000nm.nc,240,1711,336,1412,293,1369,4581.322804,4281.891862,,SANTOS,LIMPA,,,,,,,,,,,,,," 3537., 8488., 8901., 9335.,65335."," 3537., 8387., 8744., 9061., 9450.,65335."," 3537., 8124., 8387., 8579., 8744., 8901., 9061., 9236., 9450., 9779.,
 65335."
/data/RJS709_G0153H_LIMPA_P_39400nm.nc,65,1637,192,850,175,833,3727.008673,6180.863104,BUZ,SANTOS,LIMPA,ITP,VH1,TRUE,RDS,5.51,12.1,-6.275529299,RDS,RDS,LPQHPR,LPQ,HPR,0.741151599,"  641., 9381., 9926.,10342.,44521.","  641., 9165., 9749.,10089.,10439.,44521.","  641., 7207., 9165., 9530., 9749., 9926.,10089.,10253.,10439.,10689.,
 44521."
/data/MLL54HP_E9532V_LIMPA_P_42905nm.nc,155,1532,163,772,163,772,6263.176166,9679.163973,MLL,CAMPOS(M),LIMPA,QM,HV1,TRUE,,0.199,9.2,-7.724633989,,,LPQHPR,LPQ,HPR,-0.701146924," 7697.,15377.,15977.,16554.,56382."," 7697.,15224.,15755.,16196.,16695.,56382."," 7697.,14810.,15224.,15513.,15755.,15977.,16196.,16427.,16695.,17061.,
 56382."
/data/BUZ33_T012871V_LIMPA_P_48000nm.nc,115,1690,163,674,162,673,3425.618023,5810.07048,BUZ,SANTOS,LIMPA,BVE,VV1,TRUE,,304,22,-4.485687359,,,HPQHPR,HPQ,HPR,2.482873584," 3839., 8533., 9264., 9724.,56747."," 3839., 8311., 9019., 9470., 9802.,56747."," 3839., 7625., 8311., 8718., 9019., 9264., 9470., 9644., 9802., 9975.,
 56747."
